,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Years To Unicorn,Funding_num,Valuation_num
432,Uala,$2B,2021-08-13,Fintech,Buenos Aires,Argentina,South America,2017,$544M,"Soros Fund Management, Ribbit Capital, Monashees+",4,5440000.0,200000000.0
433,Wenheyou,$2B,2021-04-17,Other,Hunan,China,Asia,2013,$90M,"Sequoia Capital China, Warburg Pincus, IDG Capital",8,900000.0,200000000.0
434,Star Charge,$2B,2021-05-19,Auto & transportation,Changzhou,China,Asia,2014,$125M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",7,1250000.0,200000000.0
435,ABL Space Systems,$2B,2021-03-25,Other,El Segundo,United States,North America,2017,$419M,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",4,4190000.0,200000000.0
436,Afiniti,$2B,2017-04-14,Artificial intelligence,Hamilton,Bermuda,North America,2006,$120M,GAM Holding,11,1200000.0,200000000.0
437,ASAPP,$2B,2021-05-19,Artificial intelligence,New York,United States,North America,2014,$380M,"March Capital Partners, HOF Capital, Emergence Capital Partners",7,3800000.0,200000000.0
438,BitSight Technologies,$2B,2021-09-13,Cybersecurity,Boston,United States,North America,2013,$401M,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",8,4010000.0,200000000.0
439,Cao Cao Mobility,$2B,2018-01-17,Auto & transportation,Hangzhou,China,Asia,2015,$744M,"People Electrical Appliance Group China, Zhongrong International Trust",3,7440000.0,200000000.0
440,Capitolis,$2B,2022-03-22,Fintech,New York,United States,North America,2017,$282M,"Sequoia Capital, Index Ventures, S Capital",5,2820000.0,200000000.0
441,Carbon,$2B,2015-08-20,Hardware,Redwood City,United States,North America,2013,$682M,"Google Ventures, Sequoia Capital, Wakefield Group",2,6820000.0,200000000.0
442,Clio,$2B,2021-04-27,Internet software & services,Burnaby,Canada,North America,2008,$386M,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",13,3860000.0,200000000.0
443,Cresta,$2B,2022-03-17,Artificial intelligence,San Francisco,United States,North America,2017,$151M,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",5,1510000.0,200000000.0
444,Exabeam,$2B,2021-06-01,Cybersecurity,Foster City,United States,North America,2013,$390M,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",8,3900000.0,200000000.0
445,ezCater,$2B,2019-04-02,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,$421M,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",12,4210000.0,200000000.0
446,HomeLight,$2B,2021-09-02,Fintech,San Francisco,United States,North America,2012,$219M,"Zeev Ventures, Menlo Ventures,Crosslink Capital",9,2190000.0,200000000.0
447,HoneyBook,$2B,2021-05-04,Internet software & services,San Francisco,United States,North America,2013,$498M,"Norwest Venture Partners, Hillsven Capital, Aleph",8,4980000.0,200000000.0
448,Infinidat,$2B,2015-04-29,Hardware,Waltham,United States,North America,2011,$325M,"TPG Growth, Goldman Sachs",4,3250000.0,200000000.0
449,Mercury,$2B,2021-07-03,Fintech,San Francisco,United States,North America,2019,$152M,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2,1520000.0,200000000.0
450,Paxos,$2B,2021-04-29,Fintech,New York,United States,North America,2012,$538M,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",9,5380000.0,200000000.0
451,SafetyCulture,$2B,2021-05-03,Internet software & services,Sydney,Australia,Oceania,2004,$222M,"Blackbird Ventures, IndexVentures, Tiger Global Management",17,2220000.0,200000000.0
452,SmartHR,$2B,2021-06-08,Fintech,Tokyo,Japan,Asia,2013,$190M,"BEENEXT, World Innovation Lab, Light Street Capital",8,1900000.0,200000000.0
453,Tonal,$2B,2021-03-31,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,$450M,"Mayfield Fund, Shasta Ventures, L Catterton",6,4500000.0,200000000.0
454,Truepill,$2B,2021-10-27,Health,Hayward,United States,North America,2016,$255M,"Initialized Capital, Sound Ventures, TI Platform Management",5,2550000.0,200000000.0
455,Unite Us,$2B,2021-03-16,Health,New York,United States,North America,2014,$195M,"Insight Partners, Sequoia Capital, Index Ventures",7,1950000.0,200000000.0
456,Verkada,$2B,2020-01-29,Cybersecurity,San Mateo,United States,North America,2016,$139M,"next47, First Round Capital, Sequoia Capital",4,1390000.0,200000000.0
457,Wayflyer,$2B,2022-02-01,Fintech,Dublin,Ireland,Europe,2019,$236M,"QED Investors, DST Global, Left Lane Capital",3,2360000.0,200000000.0
458,Zhubajie,$2B,2015-06-16,Internet software & services,Chongqing,China,Asia,2006,$445M,"Cybernaut Growth Fund, IDG Capital",9,4450000.0,200000000.0
459,Transcarent,$2B,2022-01-11,Health,San Francisco,United States,North America,2020,$298M,"Alta Partners, General Catalyst, Jove Equity Partners",2,2980000.0,200000000.0
460,Trader Interactive,$2B,2021-05-12,Other,Norfolk,United States,North America,2017,$624M,Carsales,4,6240000.0,200000000.0
461,Glossier,$2B,2019-03-19,Consumer & retail,New York,United States,North America,2014,$266M,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",5,2660000.0,200000000.0
462,Hibob,$2B,2021-10-12,Internet software & services,Tel Aviv,Israel,Asia,2015,$274M,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",6,2740000.0,200000000.0
463,Jobandtalent,$2B,2021-12-01,Internet software & services,Madrid,Spain,Europe,2009,$902M,"Kibo Ventures, SoftBank Group, Atomico",12,9020000.0,200000000.0
464,Optimism,$2B,2022-03-17,Internet software & services,San Francisco,United States,North America,2019,$179M,"Paradigm, Huobi Ventures, Andreessen Horowitz",3,1790000.0,200000000.0
465,solarisBank,$2B,2021-07-13,Fintech,Berlin,Germany,Europe,2016,$403M,"Yabeo Capital, SBI Investment, Vulcan Capital",5,4030000.0,200000000.0
466,WEMAKEPRICE,$2B,2015-09-09,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,$397M,"IMM Investment, NXC",6,3970000.0,200000000.0
467,Alan,$2B,2021-04-19,Fintech,Paris,France,Europe,2016,$364M,"Index Ventures, Temasek, Portag3 Ventures",5,3640000.0,200000000.0
468,Biren Technology,$2B,2020-08-18,Hardware,Shanghai,China,Asia,2019,$285M,"V FUND, IDG Capital, Green Pine Capital Partners",1,2850000.0,200000000.0
469,Voodoo,$2B,2020-08-17,Other,Paris,France,Europe,2013,$517M,"Tencent Holdings, Goldman Sachs",7,5170000.0,200000000.0
470,Carsome,$2B,2021-07-12,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,$577M,"Gobi Partners, 500 Startups, Ondine Capital",6,5770000.0,200000000.0
471,CircleCI,$2B,2021-05-11,Internet software & services,San Francisco,United States,North America,2011,$315M,"Threshold Ventures, Baseline Ventures, Harrison Metal",10,3150000.0,200000000.0
472,DealShare,$2B,2022-01-27,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,$612M,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",4,6120000.0,200000000.0
473,DispatchHealth,$2B,2021-03-03,Health,Denver,United States,North America,2013,$403M,"Alta Partners, Questa Capital, Echo Health Venturesl",8,4030000.0,200000000.0
474,Dragos,$2B,2021-10-28,Cybersecurity,Hanover,United States,North America,2016,$358M,"DataTribe, Energy Impact Partners, AllegisCyber Capital",5,3580000.0,200000000.0
475,Gousto,$2B,2020-11-03,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,$311M,"MMC Ventures, BGF Ventures, Unilever Ventures",8,3110000.0,200000000.0
476,H2O.ai,$2B,2021-11-07,Artificial intelligence,Mountain View,United States,North America,2011,$251M,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",10,2510000.0,200000000.0
477,Harness,$2B,2021-01-14,Artificial intelligence,San Francisco,United States,North America,2016,$195M,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",5,1950000.0,200000000.0
478,Harry's,$2B,2018-02-16,Consumer & retail,New York,United States,North America,2013,$792M,"Thrive Capital, Tiger Global Management, Temasek",5,7920000.0,200000000.0
479,PAX,$2B,2018-10-22,Consumer & retail,San Francisco,United States,North America,2007,$542M,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",11,5420000.0,200000000.0
480,Productboard,$2B,2022-02-02,Internet software & services,San Francisco,United States,North America,2014,$261M,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",8,2610000.0,200000000.0
481,Reltio,$2B,2021-11-04,Data management & analytics,Redwood City,United States,North America,2011,$237M,"Crosslink Capital, .406 Ventures, Sapphire Ventures",10,2370000.0,200000000.0
482,Spotter,$2B,2022-02-16,Fintech,Los Angeles,United States,North America,2019,$231M,"SoftBank Group, Access Industries, Crossbeam Venture Partners",3,2310000.0,200000000.0
483,Vestiaire Collective,$2B,2021-03-01,E-commerce & direct-to-consumer,Paris,France,Europe,2009,$663M,"Eurazeo, IDInvest Partners, Balderton Capital",12,6630000.0,200000000.0
484,Wave,$2B,2021-09-07,Fintech,Dakar,Senegal,Africa,2018,$200M,"Stripe, Founders Fund, Partech Partners",3,2000000.0,200000000.0
485,ZenBusiness,$2B,2021-11-09,Fintech,Austin,United States,North America,2015,$275M,"Greycroft, Lerer Hippeau, Geekdom Fund",6,2750000.0,200000000.0
486,Bowery Farming,$2B,2021-05-25,Other,New York,United States,North America,2015,$497M,"Temasek, Google Ventures, General Catalyst",6,4970000.0,200000000.0
487,Greenlight,$2B,2020-09-24,Fintech,Atlanta,United States,North America,2014,$557M,"Relay Ventures, TTV Capital, Canapi Ventures",6,5570000.0,200000000.0
488,KeepTruckin,$2B,2019-04-23,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$417M,"Google Ventures, Index Ventures, Scale Venture Partners",6,4170000.0,200000000.0
489,Odoo,$2B,2021-07-29,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,$229M,"Summit Partners, Noshaq, Sofinnova Partners",16,2290000.0,200000000.0
490,Skydance Media,$2B,2020-02-11,Other,Santa Monica,United States,North America,2010,$275M,"RedBird Capital Partners, CJ ENM, Tencent Holdings",10,2750000.0,200000000.0
491,Uptake,$2B,2015-10-27,Artificial intelligence,Chicago,United States,North America,2014,$218M,"Revolution, New Enterprise Associates, Caterpillar",1,2180000.0,200000000.0
492,MoMo,$2B,2021-12-10,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,$434M,"Goodwater Capital, Warburg Pincus, GS Growth",8,4340000.0,200000000.0
493,Algolia,$2B,2021-07-28,Internet software & services,San Francisco,United States,North America,2012,$334M,"Accel, Alven Capital, Storm Ventures",9,3340000.0,200000000.0
494,Pattern,$2B,2021-10-06,Internet software & services,Lehi,United States,North America,2013,$277M,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",8,2770000.0,200000000.0
495,Spinny,$2B,2021-11-24,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,$509M,"General Catalyst, Eleation Capital, Avenir Growth Capital",6,5090000.0,200000000.0
496,Trulioo,$2B,2021-06-07,Cybersecurity,Vancouver,Canada,North America,2011,$474M,"Blumberg Capital, American Express Ventures, BDC Venture Capital",10,4740000.0,200000000.0
497,Zume,$2B,2018-11-01,Consumer & retail,Mountain View,United States,North America,2015,$423M,"Softbank Group, AME Cloud Ventures, SignalFire",3,4230000.0,200000000.0
498,AIWAYS,$2B,2018-04-16,Auto & transportation,Shanghai,China,Asia,2017,$792M,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",1,7920000.0,200000000.0
499,Bitso,$2B,2021-05-05,Fintech,Mexico City,Mexico,North America,2014,$378M,"Pantera Capital, QED Investors, Coinbase Ventures",7,3780000.0,200000000.0
500,BloomReach,$2B,2022-02-23,Artificial intelligence,Mountain View,United States,North America,2009,$422M,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",13,4220000.0,200000000.0
501,Current,$2B,2021-04-27,Fintech,New York,United States,North America,2015,$402M,"Expa, QED Investors, Foundation Capital",6,4020000.0,200000000.0
502,Dialpad,$2B,2020-10-06,Internet software & services,San Francisco,United States,North America,2011,$400M,"Andreessen Horowitz, Google Ventures, Section 32",9,4000000.0,200000000.0
503,G7 Networks,$2B,2022-02-15,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,$710M,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",16,7100000.0,200000000.0
504,Gympass,$2B,2019-06-12,Internet software & services,New York,United States,North America,2012,$525M,"General Atlantic, SoftBank Group, Atomico",7,5250000.0,200000000.0
505,MUSINSA,$2B,2019-11-11,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,$287M,Sequoia Capital,18,2870000.0,200000000.0
506,NuCom Group,$2B,2018-02-22,Other,Unterfoehring,Germany,Europe,2016,$550M,General Atlantic,2,5500000.0,200000000.0
507,Reify Health,$2B,2021-08-10,Health,Boston,United States,North America,2012,$259M,"Sierra Ventures, Battery Ventures, Asset Management Ventures",9,2590000.0,200000000.0
508,Diamond Foundry,$2B,2021-03-29,Other,San Francisco,United States,North America,2012,$351M,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",9,3510000.0,200000000.0
509,FullStory,$2B,2021-08-04,Internet software & services,Atlanta,United States,North America,2014,$172M,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",7,1720000.0,200000000.0
510,Lightricks,$2B,2019-07-31,Artificial intelligence,Jerusalem,Israel,Asia,2013,$305M,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",6,3050000.0,200000000.0
511,Opentrons,$2B,2021-09-23,Hardware,New York,United States,North America,2016,$240M,"SOSV, Khosla Ventures, Lerer Hippeau",5,2400000.0,200000000.0
512,ZocDoc,$2B,2015-08-20,Health,New York,United States,North America,2007,$374M,"Founders Fund, Khosla Ventures, Goldman Sachs",8,3740000.0,200000000.0
513,Accelerant,$2B,2022-01-12,Other,Colchester,United Kingdom,Europe,2018,$193M,"Deer Park Road, Altamont Capital Partners, Eldridge",4,1930000.0,200000000.0
514,Huaqin Telecom Technology,$2B,2019-10-08,Mobile & telecommunications,Shanghai,China,Asia,2005,$298M,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",14,2980000.0,200000000.0
515,Addepar,$2B,2021-06-15,Fintech,Mountain View,United States,North America,2009,$676M,"8VC, D1 Capital Partners, Sway Ventures",12,6760000.0,200000000.0
516,YITU Technology,$2B,2018-03-08,Artificial intelligence,Shanghai,China,Asia,2012,$401M,"Sequoia Capital China, Banyan Capital",6,4010000.0,200000000.0
517,CloudWalk,$2B,2021-09-08,Fintech,Sao Paulo,Brazil,South America,2015,$345M,"Plug and Play Ventures, Valor Capital Group, DST Global",6,3450000.0,200000000.0
518,Retool,$2B,2021-12-22,Internet software & services,San Francisco,United States,North America,2000,$96M,Sequoia Capital,21,960000.0,200000000.0
519,Volocopter,$2B,2022-03-04,Auto & transportation,Bruchsal,Germany,Europe,2011,$599M,"btov Partners, Geely, Intel Capital",11,5990000.0,200000000.0
520,Acorns,$2B,2022-03-09,Fintech,Irvine,United States,North America,2012,$507M,"e.ventures, Bain Capital Ventures, Greycroft",10,5070000.0,200000000.0
521,Aledade,$2B,2021-01-19,Health,Bethesda,United States,North America,2014,$295M,"Venrock, CVF Capital Partners, ARCH Venture Partners",7,2950000.0,200000000.0
522,CoinSwitch Kuber,$2B,2021-10-06,Fintech,Bangalore,India,Asia,2017,$301M,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",4,3010000.0,200000000.0
523,ConcertAI,$2B,2022-03-29,Artificial intelligence,Boston,United States,North America,2018,$300M,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel",4,3000000.0,200000000.0
524,Eightfold.ai,$2B,2020-10-27,Internet software & services,Santa Clara,United States,North America,2016,$397M,"Foundation Capital, Institutional Venture Partners, General Catalyst",4,3970000.0,200000000.0
525,FirstCry,$2B,2020-02-07,E-commerce & direct-to-consumer,Pune,India,Asia,2010,$441M,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",10,4410000.0,200000000.0
526,Forto,$2B,2021-06-21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,$593M,"Cherry Ventures, Northzone Ventures, Global Founders Capital",5,5930000.0,200000000.0
527,GoCardless,$2B,2022-02-08,Fintech,London,United Kingdom,Europe,2011,$529M,"Accel, Passion Capital, Balderton Capital",11,5290000.0,200000000.0
528,InVision,$2B,2017-11-01,Internet software & services,New York,United States,North America,2011,$349M,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",6,3490000.0,200000000.0
529,Jeeves,$2B,2022-03-14,Fintech,Orlando,United States,North America,2019,$268M,"Tencent Holdings, CRV, Clocktower Technology Ventures",3,2680000.0,200000000.0
530,Medable,$2B,2021-10-26,Internet software & services,Palo Alto,United States,North America,2013,$507M,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",8,5070000.0,200000000.0
531,Moveworks,$2B,2021-06-30,Artificial intelligence,Mountain View,United States,North America,2016,$305M,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",5,3050000.0,200000000.0
532,MX Technologies,$2B,2021-01-13,Fintech,Lehi,United States,North America,2010,$450M,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",11,4500000.0,200000000.0
533,PayFit,$2B,2022-01-06,Fintech,London,United Kingdom,Europe,2016,$496M,"Accel, frst, Kima Ventures",6,4960000.0,200000000.0
534,ReCharge,$2B,2021-05-06,Fintech,Los Angeles,United States,North America,2017,$277M,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",4,2770000.0,200000000.0
535,Roofstock,$2B,2022-03-10,Fintech,Oakland,United States,North America,2015,$365M,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners",7,3650000.0,200000000.0
